group_level,region_id,admin_name,municipality_code,station_count,broad_matched_lead_stations,strong_matched_lead_stations,strong_lead_station_rate,registered_voters,voters_signed,turnout,valid_candidate_votes,progressive_bulgaria_votes,progressive_bulgaria_share,strong_lead_valid_candidate_votes,strong_lead_progressive_bulgaria_votes,strong_lead_progressive_bulgaria_share,strong_lead_valid_vote_share_of_group,strong_lead_pb_votes_minus_control_expectation,broad_lead_pb_votes_minus_control_expectation,matched_positive_residual_stations,matched_relative_high_turnout_high_share_stations,validation_issue_stations,strong_lead_validation_issue_stations,max_matched_control_score,max_pb_control_z,max_pb_share_minus_control,max_turnout_minus_control,strong_lead_sections,strong_lead_places,voting_modes_in_strong_leads,validation_issue_types,strong_lead_centroid_latitude,strong_lead_centroid_longitude,group_label
municipality,15,15. ПЛЕВЕН,39,20,1,1,0.05,11028,5651,0.5124229234675372,5417,2398,0.4426804504338195,334,204,0.6107784431137725,0.061657744138822225,57.025995807127885,57.025995807127885,1,0,0,0,2,6.286006997659439,0.1707365143925985,-0.0314693146184859,153900003,гр.Кнежа,mixed_machine_paper,,43.491131,24.0742656,15/39
municipality,13,13. ПАЗАРДЖИК,20,27,1,1,0.037037037037037035,19693,10118,0.5137866246889757,9749,5222,0.5356446815057955,428,285,0.6658878504672897,0.04390193866037542,56.87458745874591,56.87458745874591,1,0,0,0,2,5.5102908169495946,0.1328845501372567,0.0426324633197692,132000019,с.Бъта,mixed_machine_paper,,42.4489505,24.1804186,13/20
municipality,06,06. ВРАЦА,08,46,1,1,0.021739130434782608,19698,11443,0.5809219210072089,11187,4533,0.4052024671493698,271,172,0.6346863468634686,0.024224546348440155,56.48933570317707,56.48933570317707,1,0,1,0,2,6.938886252098518,0.2084477332220555,-0.0781604706226963,060800013,гр.Бяла Слатина,mixed_machine_paper,,43.4713955,23.9341179,06/08
municipality,01,01. БЛАГОЕВГРАД,42,26,2,1,0.038461538461538464,14970,7795,0.5207080828323313,7617,2408,0.31613496127084156,173,96,0.5549132947976878,0.022712353945122752,55.003361344537815,116.8813450128795,2,0,0,0,2,9.834350035830532,0.3179385048817214,-0.3816571025873351,014200008,с.Долен,paper_only,,41.62363935,23.93350124,01/42
municipality,17,17. ПЛОВДИВ област,26,57,1,1,0.017543859649122806,28763,14732,0.5121857942495567,14218,7506,0.5279223519482347,221,170,0.7692307692307693,0.01554367702911802,54.71273050433237,54.71273050433237,1,0,0,0,2,7.367670657344067,0.2475689163091963,-0.1554425453378269,172600056,с.Ягодово,mixed_machine_paper,,42.1056001,24.8482144,17/26
municipality,29,29. ХАСКОВО,30,30,1,1,0.03333333333333333,13295,4590,0.34524257239563744,4433,1016,0.22919016467403563,107,76,0.7102803738317757,0.024137153169411233,54.45990180032733,54.45990180032733,1,0,1,0,2,13.129969237823008,0.5089710448628723,-0.0660352488669099,293000025,с.Тънково,paper_only,,41.742649,25.772504,29/30
municipality,02,02. БУРГАС,01,52,3,1,0.019230769230769232,27873,11052,0.3965127542783339,10587,4355,0.41135354680268255,404,219,0.5420792079207921,0.03816000755643714,54.12016412661194,136.31889204157375,2,1,0,0,2,5.478452673117788,0.1339608022935939,0.1498383879550673,020100009,гр.Айтос,mixed_machine_paper,,42.7078825,27.2588355,02/01
municipality,01,01. БЛАГОЕВГРАД,28,11,1,1,0.09090909090909091,4278,2520,0.5890603085553997,2441,955,0.39123310118803767,267,155,0.5805243445692884,0.10938140106513723,54.08349802371542,54.08349802371542,1,0,0,0,2,6.826153783466843,0.202559917691818,0.0353461466691547,012800008,с.Сливница,mixed_machine_paper,,41.69266590000001,23.1653164,01/28
municipality,26,26. СОФИЯ област,20,30,6,1,0.03333333333333333,13853,8192,0.5913520537067783,7675,3007,0.39179153094462543,472,235,0.4978813559322034,0.061498371335504884,53.85529297507284,360.61520783425794,6,0,0,0,2,5.097392575678688,0.1141001969810865,0.4266114743817455,262000001,гр.Ихтиман,mixed_machine_paper,,42.4377012,23.8162903,26/20
municipality,18,18. РАЗГРАД,16,35,1,1,0.02857142857142857,18638,6809,0.3653288979504239,6505,2355,0.3620292083013067,290,157,0.5413793103448276,0.044581091468101464,53.752858399296386,53.752858399296386,1,0,0,0,2,6.592162662500728,0.1853546841355047,-0.0354882454284301,181600013,гр.Кубрат,mixed_machine_paper,,43.797197,26.5033285,18/16
municipality,18,18. РАЗГРАД,17,23,1,1,0.043478260869565216,10484,4079,0.3890690576115986,3933,1020,0.2593440122044241,318,136,0.4276729559748428,0.08085430968726164,53.461783439490446,53.461783439490446,1,0,0,0,2,6.838632209695845,0.1681188158474542,0.0493176653815712,181700009,гр.Лозница,mixed_machine_paper,,43.371775,26.6078634,18/17
municipality,18,18. РАЗГРАД,26,71,1,1,0.014084507042253521,51015,18976,0.371969028717044,18349,8032,0.43773502643195816,335,208,0.6208955223880597,0.018257125728922557,52.69835091672641,52.69835091672641,1,0,0,0,2,5.773768265107828,0.1573085101991833,0.0424262688540988,182600004,с.Гецово,mixed_machine_paper,,43.54382,26.4729173,18/26
municipality,17,17. ПЛОВДИВ област,17,42,1,1,0.023809523809523808,26315,13513,0.5135094052821585,13050,7872,0.6032183908045977,251,201,0.8007968127490039,0.019233716475095787,51.71273607748185,51.71273607748185,1,0,1,0,2,6.648678447340683,0.206026836962079,-0.1783106430931822,171700026,с.Динк,mixed_machine_paper,,42.2671275,24.8001254,17/17
municipality,01,01. БЛАГОЕВГРАД,03,144,1,1,0.006944444444444444,102428,36642,0.3577342133010505,35567,15217,0.4278404138667866,337,189,0.5608308605341247,0.009475075210166727,51.35359749739311,51.35359749739311,1,0,1,0,2,5.691036251082813,0.1523845623068045,-0.0307014371244979,010300119,с.Изгрев,mixed_machine_paper,,41.99166584,23.11135054,01/03
municipality,28,28. ТЪРГОВИЩЕ,35,105,1,1,0.009523809523809525,56795,24217,0.4263931684127124,23266,9295,0.39951001461359925,221,126,0.5701357466063348,0.009498839508295366,51.01785714285714,51.01785714285714,1,0,2,0,2,7.248304689318062,0.2308500323206205,0.1231114803532417,283500045,гр.Търговище,mixed_machine_paper,,43.2567931,26.5310588,28/35
municipality,31,31. ЯМБОЛ,22,30,1,1,0.03333333333333333,9548,4772,0.4997905320485966,4512,2698,0.5979609929078015,283,215,0.7597173144876325,0.06272163120567376,51.00738437621453,51.00738437621453,1,0,1,0,3,6.142245490139457,0.180238107336447,0.0764035494409522,312200005,гр.Стралджа,mixed_machine_paper,,42.59621798,26.69626236,31/22
municipality,10,10. КЮСТЕНДИЛ,41,10,1,1,0.1,6095,3703,0.6075471698113207,3584,1843,0.5142299107142857,350,226,0.6457142857142857,0.09765625,50.72766884531589,50.72766884531589,1,0,0,0,2,5.423022476412294,0.1449361967009025,-0.02108758102738,104100002,с.Сапарево,mixed_machine_paper,,42.3011683,23.2944706,10/41
municipality,21,21. СЛИВЕН,20,186,1,1,0.005376344086021506,108018,45090,0.41743042826195637,43339,22769,0.5253697593391633,186,149,0.8010752688172043,0.004291746463923949,50.53436756879175,50.53436756879175,1,0,0,0,3,7.423550556396752,0.2716901482193105,-0.2039060224934946,212000168,с.Крушаре,mixed_machine_paper,,42.5645985,26.3729052,21/20
municipality,04,04. ВЕЛИКО ТЪРНОВО,31,24,1,1,0.041666666666666664,10775,4379,0.40640371229698374,4175,2298,0.5504191616766467,250,187,0.748,0.059880239520958084,50.09880239520959,50.09880239520959,1,0,0,0,2,6.365971966526359,0.2003952095808383,0.0035424493600238,043100014,с.Камен,mixed_machine_paper,,43.3129913,25.92412,04/31
municipality,13,13. ПАЗАРДЖИК,29,30,1,1,0.03333333333333333,21020,10114,0.48116079923882016,9663,4931,0.5102970092103901,365,233,0.6383561643835617,0.037772948359722655,48.7490187527257,48.7490187527257,0,0,0,0,2,5.103515425578186,0.1335589554869197,0.1245901639344262,132900009,с.Бошуля,mixed_machine_paper,,42.2450889,24.1883178,13/29
municipality,03,03. ВАРНА,08,13,1,1,0.07692307692307693,4403,2139,0.4858051328639564,2043,816,0.39941262848751835,226,127,0.5619469026548672,0.11062163485070974,44.53105590062111,44.53105590062111,0,0,0,0,2,6.153172008208674,0.1970400703567306,0.1312980373295184,030800013,с.Ветрино,mixed_machine_paper,,43.31522,27.4297605,03/08
municipality,28,28. ТЪРГОВИЩЕ,24,51,1,1,0.0196078431372549,24197,9558,0.39500764557589785,9193,5461,0.5940389426737736,220,168,0.7636363636363637,0.023931252039595344,42.60000000000001,42.60000000000001,0,0,2,0,2,5.801317078790842,0.1936363636363637,0.0938322624472812,282400044,с.Паламарца,paper_only,,43.389639,26.1619613,28/24
municipality,19,19. РУСЕ,27,216,1,1,0.004629629629629629,141114,65033,0.4608543447142027,62772,31239,0.4976581915503728,299,193,0.6454849498327759,0.004763270247881221,42.22585227272728,42.22585227272728,0,0,4,0,2,4.884145564633084,0.1412235861964123,0.0736316939891748,192700199,с.Сандрово,mixed_machine_paper,,43.93488,26.111083,19/27
municipality,15,15. ПЛЕВЕН,24,168,1,1,0.005952380952380952,114436,56381,0.49268586808347026,54650,27810,0.5088746569075938,307,185,0.6026058631921825,0.0056175663311985365,42.05337296459032,42.05337296459032,0,0,1,0,2,4.811610728037206,0.136981670894431,0.4583071681745351,152400212,с.Коиловци,mixed_machine_paper,,43.48498339,24.76521134,15/24
municipality,08,08. ДОБРИЧ,20,17,1,1,0.058823529411764705,5181,1594,0.3076626133950975,1518,428,0.28194993412384717,221,101,0.45701357466063347,0.14558629776021081,41.80357142857143,41.80357142857143,0,0,0,0,2,6.349912179625795,0.1891564318034905,0.0951863916033297,082000001,с.Крушари,mixed_machine_paper,,43.816459,27.7507815,08/20
municipality,22,22. СМОЛЯН,09,24,1,1,0.041666666666666664,10034,5009,0.49920271078333667,4805,2459,0.5117585848074921,286,187,0.6538461538461539,0.0595213319458897,41.28221817235095,41.28221817235095,0,0,0,0,2,4.883019439824372,0.1443434201830452,0.0920400783305501,220900017,с.Лясково,mixed_machine_paper,,41.7842777,24.4953824,22/09
municipality,17,17. ПЛОВДИВ област,39,10,1,1,0.1,7165,2838,0.3960921144452198,2730,1877,0.6875457875457875,180,161,0.8944444444444445,0.06593406593406594,39.87058823529411,39.87058823529411,0,0,0,0,2,6.334537389881756,0.2215032679738562,-0.2240348399246703,173900004,гр.Кричим,mixed_machine_paper,,42.0405743,24.4688598,17/39
municipality,26,26. СОФИЯ област,39,66,1,1,0.015151515151515152,30353,15881,0.5232102263367706,15240,7021,0.46069553805774277,322,183,0.5683229813664596,0.021128608923884514,37.81865524823516,37.81865524823516,0,0,4,0,2,4.23559638516889,0.1174492399013514,0.0831716615482367,263900055,с.Говедарци,mixed_machine_paper,,42.2630495,23.4731211,26/39
municipality,01,01. БЛАГОЕВГРАД,52,19,1,1,0.05263157894736842,8377,4331,0.517010863077474,4160,1839,0.4420673076923077,95,61,0.6421052631578947,0.02283653846153846,37.25,37.25,0,0,0,0,2,8.825998278610475,0.3921052631578947,0.0819462227912932,015200005,с.Петрелик,paper_only,,41.485764,23.863835,01/52
municipality,15,15. ПЛЕВЕН,23,11,1,1,0.09090909090909091,5658,2207,0.39006716154118065,2103,1302,0.6191155492154066,177,142,0.8022598870056498,0.08416547788873038,35.837381203801485,35.837381203801485,0,0,0,0,3,5.498013973740133,0.202471080247466,0.1132305194805194,152300009,с.Староселци,mixed_machine_paper,,43.5381466,24.27873909,15/23
municipality,10,10. КЮСТЕНДИЛ,29,113,1,1,0.008849557522123894,65250,24233,0.37138697318007663,23390,11182,0.47806755023514325,315,186,0.5904761904761905,0.013467293715262932,35.70613763174208,35.70613763174208,0,0,0,0,2,4.027843958264206,0.1133528178785463,0.0846646081062421,102900106,с.Лозно,mixed_machine_paper,,42.29316791,22.65217781,10/29
municipality,02,02. БУРГАС,27,9,1,1,0.1111111111111111,5306,3011,0.5674707877874104,2906,1400,0.4817618719889883,282,167,0.5921985815602837,0.09704060564349622,33.73370429252782,33.73370429252782,0,0,0,0,2,4.02368271600959,0.1196230648671199,0.0783357147183656,022700006,с.Ясна поляна,mixed_machine_paper,,42.28171831,27.61362076,02/27
municipality,03,03. ВАРНА,04,14,1,1,0.07142857142857142,8776,4112,0.46855059252506837,3971,2370,0.5968269957189625,226,163,0.7212389380530974,0.056912616469403175,29.813885180240337,29.813885180240337,0,0,0,0,2,4.031223181110598,0.1319198459302669,-0.206308396658902,030400001,гр.Белослав,mixed_machine_paper,,43.184512,27.7042324,03/04
municipality,29,29. ХАСКОВО,18,15,2,1,0.06666666666666667,3329,1303,0.3914088314809252,1266,209,0.165086887835703,102,39,0.38235294117647056,0.08056872037914692,27.24782608695652,81.06907225651729,1,1,0,0,2,8.44995634129536,0.2671355498721227,0.2674999811977768,291800002,с.Бориславци,paper_only,,41.6592187,25.9254551,29/18
municipality,03,03. ВАРНА,26,14,1,1,0.07142857142857142,6696,3143,0.4693847072879331,3019,1277,0.42298774428618746,279,143,0.5125448028673835,0.09241470685657502,24.507381889763774,24.507381889763774,0,0,0,0,2,2.968286841368915,0.0878400784579346,0.1235911524373063,032600007,с.Чернево,mixed_machine_paper,,43.2905966,27.6000457,03/26
municipality,19,19. РУСЕ,03,10,1,1,0.1,4691,1927,0.4107866126625453,1836,1127,0.6138344226579521,281,196,0.697508896797153,0.15305010893246188,24.41063829787234,24.41063829787234,0,0,1,1,2,2.9864643881157407,0.0868705989248125,0.1355677357529781,190300002,гр.Борово,mixed_machine_paper,signed_voters_ballots_found_mismatch,43.4877548,25.8100681,19/03
municipality,30,30. ШУМЕН,19,16,1,1,0.0625,6762,2900,0.42886719905353443,2755,1538,0.5582577132486388,203,140,0.6896551724137931,0.07368421052631578,23.082278481012665,23.082278481012665,0,0,0,0,2,3.2781562266868227,0.1137058053251856,0.1400584795321637,301900010,гр.Плиска,mixed_machine_paper,,43.3628668,27.1226083,30/19
municipality,12,12. МОНТАНА,12,17,1,1,0.058823529411764705,6117,3212,0.5250940003269576,3113,1529,0.4911660777385159,114,70,0.6140350877192983,0.03662062319306136,21.29365079365079,21.29365079365079,0,0,0,0,2,4.031570772397944,0.186786410470621,0.1773745789919711,121200017,гр.Вършец,paper_only,,43.187658,23.283217,12/12
municipality,04,04. ВЕЛИКО ТЪРНОВО,26,23,1,1,0.043478260869565216,11026,4940,0.44803192454199164,4742,2819,0.5944749051033319,114,86,0.7543859649122807,0.024040489245044285,20.429594272076372,20.429594272076372,0,0,0,0,2,3.8708185761009424,0.1792069672989156,0.1785893304690297,042600015,с.Стефан Стамболово,paper_only,,43.2750152,25.55955,04/26
municipality,09,09. КЪРДЖАЛИ,35,41,1,1,0.024390243902439025,13306,4975,0.3738914775289343,4769,696,0.1459425456070455,65,26,0.4,0.013629691759278674,19.62324814509481,19.62324814509481,0,1,0,0,2,8.182629298827054,0.3018961253091509,0.366986120290813,093500016,с.Пчеларово,paper_only,,41.7866978,25.3641815,09/35
municipality,15,15. ПЛЕВЕН,27,10,1,1,0.1,4539,2086,0.4595725930821767,1998,1102,0.5515515515515516,226,140,0.6194690265486725,0.11311311311311312,18.601812688821752,18.601812688821752,0,0,0,0,2,2.481611426470352,0.082308905702751,0.0880746237889094,152700006,с.Згалево,mixed_machine_paper,,43.3768053,24.79888916,15/27
municipality,01,01. БЛАГОЕВГРАД,40,70,1,1,0.014285714285714285,34566,17985,0.5203089741364346,17465,9680,0.5542513598625823,223,143,0.6412556053811659,0.01276839393071858,18.597494305239195,18.597494305239195,0,0,0,0,2,2.507606361120019,0.083396835449503,0.1750059100803127,014000035,с.Лебница,mixed_machine_paper,,41.5219227,23.2421625,01/40
municipality,18,18. РАЗГРАД,29,18,1,1,0.05555555555555555,9275,3400,0.3665768194070081,3267,2402,0.7352310988674625,81,77,0.9506172839506173,0.024793388429752067,17.88983050847458,17.88983050847458,0,1,0,0,4,4.476065506032834,0.2208621050428959,0.6216727374614739,182900017,с.Самуил,paper_only,,,,18/29
municipality,29,29. ХАСКОВО,28,43,1,1,0.023255813953488372,18446,10831,0.5871733709205248,10458,5857,0.5600497227003252,114,58,0.5087719298245614,0.010900745840504877,15.814977973568284,15.814977973568284,0,0,1,0,2,3.067851694097545,0.1387278769611253,0.1722519002509305,292800031,с.Мезек,paper_only,,41.7382583,26.0881214,29/28
municipality,06,06. ВРАЦА,35,12,1,1,0.08333333333333333,3378,1860,0.5506216696269982,1794,874,0.48717948717948717,201,115,0.572139303482587,0.11204013377926421,15.521501172791233,15.521501172791233,0,0,0,0,2,2.189717674390008,0.0772213988696081,0.0787765502621653,063500007,с.Манастирище,mixed_machine_paper,,43.57250948,23.64835024,06/35
