section_id,region_id,admin_name,municipality_code,place_name,address,latitude,longitude,voting_mode,registered_voters,voters_signed,turnout,total_valid_candidate_votes,progressive_bulgaria_votes,progressive_bulgaria_share,top_party_name,top_party_share,winner_margin,turnout_2024,top_party_name_2024,top_party_share_2024,ppdb_share_2024,ppdb_plus_gerb_share_2024,turnout_delta_2026_minus_2024,pb_share_2026_minus_2024_top_party_share,historical_swing_lead,control_group_level,control_count,control_weighted_pb_share,pb_share_minus_control,turnout_minus_control,pb_votes_minus_control_expectation,pb_control_z,matched_positive_residual,matched_relative_high_turnout_high_share,regional_lead_score,matched_control_score,geo_cluster_id,is_geo_clustered,validation_issue_count,validation_issue_types,validation_issue_details,voting_method_lead_flag,score_matched_control,score_regional,score_positive_residual,score_relative_high_turnout_high_share,score_geo_cluster,score_validation,score_method,score_historical,score_high_impact,score_extreme_absolute,anomaly_score,anomaly_category,anomaly_category_label,evidence_summary,cik_search_url,candidate_protocol_html_url,candidate_protocol_pdf_search_url
091400017,09,09. КЪРДЖАЛИ,14,с.Горно Къпиново,"С.ГОРНО КЪПИНОВО, сградата на читалището",41.2739388,25.256515,paper_only,120,117,0.975,115,90,0.782608695652174,ПРОГРЕСИВНА БЪЛГАРИЯ,0.782608695652174,0.6869565217391305,0.3832599118942731,АЛИАНС ЗА ПРАВА И СВОБОДИ – АПС,0.5529411764705883,0.0470588235294117,0.188235294117647,0.5917400881057269,0.2296675191815856,1.0,domestic_same_municipality_voting_mode,30,0.3401877514528386,0.4424209441993353,0.465700104493208,50.878408582923555,10.014172668695348,1,1,5,5,2.0,1.0,0,,,1,3,1,1,1,1,0,1,1,0,1,10,3,statistical lead with corroborating flag,matched-control score 5; +50.9 PB votes vs matched expectation; high turnout and high PB share vs controls; regional score 5; geo cluster 2; paper-only method lead; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/091400017,https://results.cik.bg/pe202604/protokoli/64/09/091400017.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/091400017.0.pdf
091400012,09,09. КЪРДЖАЛИ,14,с.Чакаларово,"С.ЧАКАЛАРОВО, основно училище  Иван Вазов ",41.2965165,25.3049479,mixed_machine_paper,632,353,0.5585443037974683,338,249,0.7366863905325444,ПРОГРЕСИВНА БЪЛГАРИЯ,0.7366863905325444,0.6568047337278107,0.4840667678300455,АЛИАНС ЗА ПРАВА И СВОБОДИ – АПС,0.5622895622895623,0.0538720538720538,0.265993265993266,0.0744775359674227,0.174396828242982,0.0,domestic_same_municipality_voting_mode,30,0.3369056897895557,0.3997807007429886,0.2989792827082197,135.12587685113016,15.55028494703145,1,1,3,5,2.0,1.0,0,,,1,3,1,1,1,1,0,0,0,1,0,8,3,statistical lead with corroborating flag,matched-control score 5; +135.1 PB votes vs matched expectation; high turnout and high PB share vs controls; regional score 3; geo cluster 2,https://results.cik.bg/pe202604/search/index.html#/s/64/091400012,https://results.cik.bg/pe202604/protokoli/64/09/091400012.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/091400012.0.pdf
234615002,23,23. СОФИЯ 23 МИР,46,гр.София,"ГР.СОФИЯ, жк Младост 1, 118 СОУ, до блок 13",42.659888,23.3765418,mixed_machine_paper,678,431,0.6356932153392331,422,230,0.5450236966824644,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5450236966824644,0.3744075829383886,0.4275256222547584,ВЪЗРАЖДАНЕ,0.2527472527472527,0.1904761904761904,0.3406593406593406,0.2081675930844746,0.2922764439352117,1.0,domestic_same_municipality_voting_mode,30,0.3070021111893033,0.2380215854931611,0.03979277610058,100.445109078114,10.600733887142082,1,0,2,3,6.0,1.0,0,,,1,2,1,1,0,1,0,0,1,1,0,7,3,statistical lead with corroborating flag,matched-control score 3; +100.4 PB votes vs matched expectation; regional score 2; geo cluster 6; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/234615002,https://results.cik.bg/pe202604/protokoli/64/23/234615002.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/234615002.0.pdf
244614074,24,24. СОФИЯ 24 МИР,46,гр.София,"ГР.СОФИЯ, 150 ОУ  Цар Симеон I  жк Дружба 2, ул.  Делийска воденица  №11",42.64597095,23.40999842,mixed_machine_paper,586,382,0.6518771331058021,375,187,0.4986666666666666,ПРОГРЕСИВНА БЪЛГАРИЯ,0.4986666666666666,0.3066666666666666,0.5218120805369127,ВЪЗРАЖДАНЕ,0.2542372881355932,0.247457627118644,0.3728813559322034,0.1300650525688893,0.2444293785310733,0.0,domestic_same_municipality_voting_mode,30,0.3215258855585831,0.1771407811080835,0.0954406574089258,66.42779291553134,7.344455035104136,1,0,2,4,6.0,1.0,1,signed_voters_ballots_found_mismatch,"voters_signed=382, ballots_found=383",1,3,1,1,0,1,1,0,0,0,0,7,3,statistical lead with corroborating flag,matched-control score 4; +66.4 PB votes vs matched expectation; regional score 2; geo cluster 6; validation issue: signed_voters_ballots_found_mismatch,https://results.cik.bg/pe202604/search/index.html#/s/64/244614074,https://results.cik.bg/pe202604/protokoli/64/24/244614074.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/244614074.0.pdf
320920361,32,32. Извън страната,09,"Обединено кралство, Мейдстоун","ОБЕДИНЕНО КРАЛСТВО ВЕЛИКОБРИТАНИЯ И СЕВЕРНА ИРЛАНДИЯ, Мейдстоун",51.2554876,0.5433909,mixed_machine_paper,1808,1641,0.9076327433628318,1567,925,0.5902999361837907,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5902999361837907,0.5015954052329292,0.9923076923076924,ВЪЗРАЖДАНЕ,0.3478260869565217,0.1652173913043478,0.208695652173913,-0.0846749489448605,0.242473849227269,0.0,abroad_same_country_voting_mode,19,0.4593938261803577,0.130906110003433,0.0123946481247365,205.12987437537947,10.398275937818717,1,0,2,3,0.0,0.0,1,protocol_machine_arithmetic_mismatch,"machine_ballots_found=624, expected=621",1,2,1,1,0,0,1,0,0,1,0,6,3,statistical lead with corroborating flag,matched-control score 3; +205.1 PB votes vs matched expectation; regional score 2; validation issue: protocol_machine_arithmetic_mismatch,https://results.cik.bg/pe202604/search/index.html#/s/64/320920361,https://results.cik.bg/pe202604/protokoli/64/32/320920361.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/320920361.0.pdf
234623003,23,23. СОФИЯ 23 МИР,46,с.Казичене,"С.КАЗИЧЕНЕ, 71 СОУ  П. Яворов , ул. Яворов №10",42.65667109,23.46264482,mixed_machine_paper,836,428,0.5119617224880383,414,234,0.5652173913043478,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5652173913043478,0.4710144927536231,0.3246753246753247,ГЕРБ-СДС,0.32421875,0.125,0.44921875,0.1872863978127136,0.2409986413043477,0.0,domestic_same_municipality_voting_mode,30,0.3204018011776931,0.2448155901266546,-0.0912525990444058,101.35365431243504,10.674945273985896,1,0,2,3,6.0,1.0,0,,,1,2,1,1,0,1,0,0,0,1,0,6,3,statistical lead with corroborating flag,matched-control score 3; +101.4 PB votes vs matched expectation; regional score 2; geo cluster 6,https://results.cik.bg/pe202604/search/index.html#/s/64/234623003,https://results.cik.bg/pe202604/protokoli/64/23/234623003.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/234623003.0.pdf
091400011,09,09. КЪРДЖАЛИ,14,с.Чакаларово,"С.ЧАКАЛАРОВО, основно училище  Иван Вазов ",41.2965165,25.3049479,mixed_machine_paper,440,216,0.4909090909090909,207,144,0.6956521739130435,ПРОГРЕСИВНА БЪЛГАРИЯ,0.6956521739130435,0.5603864734299517,0.4436936936936937,АЛИАНС ЗА ПРАВА И СВОБОДИ – АПС,0.5291005291005291,0.0211640211640211,0.2645502645502645,0.0472153972153971,0.1665516448125144,0.0,domestic_same_municipality_voting_mode,30,0.3586793396698349,0.3369728342432085,0.2416625568524303,69.75337668834418,10.10855939355037,1,1,2,3,2.0,1.0,0,,,1,2,1,1,1,1,0,0,0,0,0,6,3,statistical lead with corroborating flag,matched-control score 3; +69.8 PB votes vs matched expectation; high turnout and high PB share vs controls; regional score 2; geo cluster 2,https://results.cik.bg/pe202604/search/index.html#/s/64/091400011,https://results.cik.bg/pe202604/protokoli/64/09/091400011.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/091400011.0.pdf
091600037,09,09. КЪРДЖАЛИ,16,гр.Кърджали,"ГР.КЪРДЖАЛИ, ПГТ  Проф. Д-р Асен Златаров ",41.62429831,25.36880493,mixed_machine_paper,446,214,0.4798206278026906,204,108,0.5294117647058824,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5294117647058824,0.3774509803921568,0.3693693693693693,ГЕРБ-СДС,0.3178807947019867,0.0794701986754966,0.3973509933774834,0.1104512584333212,0.2115309700038956,0.0,domestic_same_municipality_voting_mode,30,0.2102001906577693,0.319211574048113,0.1675306442465313,65.11916110581507,11.189705288410725,1,0,2,4,3.0,1.0,0,,,1,3,1,1,0,1,0,0,0,0,0,6,3,statistical lead with corroborating flag,matched-control score 4; +65.1 PB votes vs matched expectation; regional score 2; geo cluster 3,https://results.cik.bg/pe202604/search/index.html#/s/64/091600037,https://results.cik.bg/pe202604/protokoli/64/09/091600037.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/091600037.0.pdf
091400016,09,09. КЪРДЖАЛИ,14,с.Долно Къпиново,"С.ДОЛНО КЪПИНОВО, сградата на кметството",41.2926822,25.2807496,paper_only,240,130,0.5416666666666666,125,97,0.776,ПРОГРЕСИВНА БЪЛГАРИЯ,0.776,0.712,0.4583333333333333,АЛИАНС ЗА ПРАВА И СВОБОДИ – АПС,0.4857142857142857,0.0380952380952381,0.219047619047619,0.0833333333333333,0.2902857142857143,0.0,domestic_same_municipality_voting_mode,30,0.3385720700493938,0.4374279299506062,0.0323667711598746,54.678491243825775,10.334624146074438,1,0,3,3,2.0,1.0,0,,,1,2,1,1,0,1,0,1,0,0,0,6,3,statistical lead with corroborating flag,matched-control score 3; +54.7 PB votes vs matched expectation; regional score 3; geo cluster 2; paper-only method lead,https://results.cik.bg/pe202604/search/index.html#/s/64/091400016,https://results.cik.bg/pe202604/protokoli/64/09/091400016.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/091400016.0.pdf
244605066,24,24. СОФИЯ 24 МИР,46,гр.София,"ГР.СОФИЯ, Централен софийски затвор - бул.  Ген Столетов  №21",42.7091393,23.3037303,paper_only,153,144,0.9411764705882352,133,80,0.6015037593984962,ПРОГРЕСИВНА БЪЛГАРИЯ,0.6015037593984962,0.4812030075187969,0.7171717171717171,ГЕРБ-СДС,0.2857142857142857,0.0408163265306122,0.3265306122448979,0.224004753416518,0.3157894736842105,1.0,domestic_same_municipality_voting_mode,13,0.3752913752913753,0.2262123841071209,0.0397680198840098,30.086247086247084,5.387895384528578,0,0,2,2,7.0,1.0,0,,,1,2,1,0,0,1,0,1,1,0,0,6,3,statistical lead with corroborating flag,matched-control score 2; regional score 2; geo cluster 7; paper-only method lead; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/244605066,https://results.cik.bg/pe202604/protokoli/64/24/244605066.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/244605066.0.pdf
244622001,24,24. СОФИЯ 24 МИР,46,"гр. София,Кв. Враждебна","ГР. СОФИЯ,КВ. ВРАЖДЕБНА, 85-то СУ  Отец Паисий  - ул. 59  №13",42.7113343,23.4147481,mixed_machine_paper,832,440,0.5288461538461539,423,242,0.5721040189125296,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5721040189125296,0.475177304964539,0.3109756097560975,ГЕРБ-СДС,0.2754237288135593,0.1483050847457627,0.423728813559322,0.2178705440900563,0.2966802900989703,1.0,domestic_same_municipality_voting_mode,30,0.3607391746926631,0.2113648442198665,-0.0297546012269939,89.40732910500353,9.052473003151087,1,0,1,2,7.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +89.4 PB votes vs matched expectation; geo cluster 7; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/244622001,https://results.cik.bg/pe202604/protokoli/64/24/244622001.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/244622001.0.pdf
234623005,23,23. СОФИЯ 23 МИР,46,с.Казичене,"С.КАЗИЧЕНЕ, 71 СОУ  П. Яворов , ул. Яворов №10",42.65667109,23.46264482,mixed_machine_paper,739,402,0.543978349120433,389,208,0.5347043701799485,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5347043701799485,0.403598971722365,0.3189189189189189,ГЕРБ-СДС,0.3348214285714285,0.0982142857142857,0.4330357142857143,0.225059430201514,0.19988294160852,0.0,domestic_same_municipality_voting_mode,30,0.3187817258883249,0.2159226442916236,-0.0494035945101775,83.99390862944162,9.138672989862265,1,0,2,3,6.0,1.0,0,,,1,2,1,1,0,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 3; +84.0 PB votes vs matched expectation; regional score 2; geo cluster 6,https://results.cik.bg/pe202604/search/index.html#/s/64/234623005,https://results.cik.bg/pe202604/protokoli/64/23/234623005.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/234623005.0.pdf
172500027,17,17. ПЛОВДИВ област,25,с.Чалъкови,"С.ЧАЛЪКОВИ, ОУ Петър Берон, ул.Ран Босилек №4",42.1609618,25.0127468,mixed_machine_paper,919,393,0.4276387377584331,377,288,0.7639257294429708,ПРОГРЕСИВНА БЪЛГАРИЯ,0.7639257294429708,0.676392572944297,0.1648230088495575,ГЕРБ-СДС,0.4206896551724138,0.0206896551724137,0.4413793103448276,0.2628157289088755,0.3432360742705569,1.0,domestic_same_municipality_voting_mode,30,0.5618138424821002,0.2021118869608705,-0.0264604290630819,76.19618138424823,7.909280667897139,1,0,1,2,5.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +76.2 PB votes vs matched expectation; geo cluster 5; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/172500027,https://results.cik.bg/pe202604/protokoli/64/17/172500027.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/172500027.0.pdf
082700002,08,08. ДОБРИЧ,27,гр.Тервел,"ГР.ТЕРВЕЛ, СУ  Йордан Йовков ул. Климент Охридски №34",43.7468846,27.4051433,mixed_machine_paper,724,327,0.4516574585635359,318,196,0.6163522012578616,ПРОГРЕСИВНА БЪЛГАРИЯ,0.6163522012578616,0.5188679245283019,0.2754010695187165,ГЕРБ-СДС,0.3567839195979899,0.100502512562814,0.457286432160804,0.1762563890448193,0.2595682816598716,0.0,domestic_same_municipality_voting_mode,22,0.3849326964828484,0.2314195047750131,0.2069638538476012,73.59140251845419,8.481248700170237,1,1,0,2,1.0,1.0,0,,,1,2,0,1,1,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +73.6 PB votes vs matched expectation; high turnout and high PB share vs controls; geo cluster 1,https://results.cik.bg/pe202604/search/index.html#/s/64/082700002,https://results.cik.bg/pe202604/protokoli/64/08/082700002.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/082700002.0.pdf
172800004,17,17. ПЛОВДИВ област,28,с.Чешнегирово,"С.ЧЕШНЕГИРОВО, ОУ Св.св.Кирил и Методий, ул.Й. Николова №12",42.1259975,24.9762944,mixed_machine_paper,712,365,0.5126404494382022,354,259,0.731638418079096,ПРОГРЕСИВНА БЪЛГАРИЯ,0.731638418079096,0.6384180790960452,0.2198100407055631,ВЪЗРАЖДАНЕ,0.2516129032258064,0.1225806451612903,0.3483870967741935,0.2928304087326391,0.4800255148532896,1.0,domestic_same_municipality_voting_mode,18,0.5290585460004289,0.2025798720786671,0.0701881664858928,71.71327471584817,7.63594156762587,1,0,1,2,5.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +71.7 PB votes vs matched expectation; geo cluster 5; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/172800004,https://results.cik.bg/pe202604/protokoli/64/17/172800004.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/172800004.0.pdf
244622023,24,24. СОФИЯ 24 МИР,46,гр.Бухово,"ГР.БУХОВО, 117 СУ  Св. Св. Кирил и Методий  ул.  Младежка  №34",42.7588201,23.5566314,mixed_machine_paper,547,260,0.4753199268738574,246,146,0.5934959349593496,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5934959349593496,0.508130081300813,0.2422586520947176,ГЕРБ-СДС,0.304,0.144,0.448,0.2330612747791397,0.2894959349593496,1.0,domestic_same_municipality_voting_mode,30,0.331229546517064,0.2622663884422855,-0.0814941170237265,64.51753155680224,8.739913121243244,1,0,1,2,8.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +64.5 PB votes vs matched expectation; geo cluster 8; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/244622023,https://results.cik.bg/pe202604/protokoli/64/24/244622023.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/244622023.0.pdf
082700003,08,08. ДОБРИЧ,27,гр.Тервел,"ГР.ТЕРВЕЛ, СУ  Йордан Йовков ул. Климент Охридски №34",43.7468846,27.4051433,mixed_machine_paper,574,281,0.4895470383275261,277,171,0.6173285198555957,ПРОГРЕСИВНА БЪЛГАРИЯ,0.6173285198555957,0.4945848375451264,0.3029801324503311,ГЕРБ-СДС,0.4597701149425287,0.0919540229885057,0.5517241379310345,0.186566905877195,0.1575584049130669,0.0,domestic_same_municipality_voting_mode,22,0.3869162900796212,0.2304122297759744,0.2448534336115914,63.82418764794491,7.873666495510563,1,1,0,3,1.0,1.0,0,,,1,2,0,1,1,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 3; +63.8 PB votes vs matched expectation; high turnout and high PB share vs controls; geo cluster 1,https://results.cik.bg/pe202604/search/index.html#/s/64/082700003,https://results.cik.bg/pe202604/protokoli/64/08/082700003.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/082700003.0.pdf
234615084,23,23. СОФИЯ 23 МИР,46,гр.София,"ГР.СОФИЯ, жк Младост 3 144 СОУ, до блок 307",42.64281422,23.37878823,mixed_machine_paper,663,394,0.5942684766214178,381,179,0.4698162729658792,ПРОГРЕСИВНА БЪЛГАРИЯ,0.4698162729658792,0.2860892388451443,0.3938506588579795,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,0.2182539682539682,0.2182539682539682,0.3531746031746032,0.2004178177634383,0.2515623047119109,1.0,domestic_same_municipality_voting_mode,30,0.3095238095238095,0.1602924634420696,0.0065120723717,61.07142857142857,6.767904260641155,1,0,1,2,6.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +61.1 PB votes vs matched expectation; geo cluster 6; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/234615084,https://results.cik.bg/pe202604/protokoli/64/23/234615084.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/234615084.0.pdf
091400001,09,09. КЪРДЖАЛИ,14,с.Кирково,"С.КИРКОВО, конферентната зала на читалище ул. Д.Благоев  №34",41.32921958,25.36506057,mixed_machine_paper,678,325,0.4793510324483775,314,172,0.5477707006369427,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5477707006369427,0.3471337579617834,0.4489164086687306,ДПС-Ново начало,0.3248175182481752,0.0693430656934306,0.2700729927007299,0.0304346237796468,0.2229531823887675,0.0,domestic_same_municipality_voting_mode,30,0.3559448378680581,0.1918258627688845,0.2197860113591289,60.23332090942975,7.0993584102901055,1,0,2,2,2.0,1.0,0,,,1,2,1,1,0,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +60.2 PB votes vs matched expectation; regional score 2; geo cluster 2,https://results.cik.bg/pe202604/search/index.html#/s/64/091400001,https://results.cik.bg/pe202604/protokoli/64/09/091400001.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/091400001.0.pdf
082700006,08,08. ДОБРИЧ,27,гр.Тервел,"ГР.ТЕРВЕЛ, ПГТО  Дочо Михайлов  ул.  Хан Аспарух  №81",43.7438254,27.4152026,mixed_machine_paper,614,294,0.4788273615635179,291,173,0.5945017182130584,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5945017182130584,0.4948453608247423,0.3462157809983897,ГЕРБ-СДС,0.2941176470588235,0.0784313725490196,0.3725490196078431,0.1326115805651282,0.3003840711542349,0.0,domestic_same_municipality_voting_mode,22,0.3876537880423052,0.2068479301707532,0.2341337568475832,60.19274767968918,7.24231049489556,1,1,0,3,1.0,1.0,0,,,1,2,0,1,1,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 3; +60.2 PB votes vs matched expectation; high turnout and high PB share vs controls; geo cluster 1,https://results.cik.bg/pe202604/search/index.html#/s/64/082700006,https://results.cik.bg/pe202604/protokoli/64/08/082700006.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/082700006.0.pdf
172500028,17,17. ПЛОВДИВ област,25,с.Чалъкови,"С.ЧАЛЪКОВИ, ОУ Петър Берон, ул.Ран Босилек №4",42.1609618,25.0127468,mixed_machine_paper,641,255,0.3978159126365054,243,197,0.8106995884773662,ПРОГРЕСИВНА БЪЛГАРИЯ,0.8106995884773662,0.7325102880658436,0.0671755725190839,БСП – ОБЕДИНЕНА ЛЕВИЦА,0.2619047619047619,0.0476190476190476,0.2142857142857142,0.3306403401174214,0.5487948265726044,1.0,domestic_same_municipality_voting_mode,30,0.5636598543575287,0.2470397341198374,-0.0562832541850096,60.03065539112052,7.765131412421455,1,0,1,2,5.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +60.0 PB votes vs matched expectation; geo cluster 5; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/172500028,https://results.cik.bg/pe202604/protokoli/64/17/172500028.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/172500028.0.pdf
244622022,24,24. СОФИЯ 24 МИР,46,гр.Бухово,"ГР.БУХОВО, 117 СУ  Св. Св. Кирил и Методий  ул.  Младежка  №34",42.7588201,23.5566314,mixed_machine_paper,435,220,0.5057471264367817,215,130,0.6046511627906976,ПРОГРЕСИВНА БЪЛГАРИЯ,0.6046511627906976,0.5255813953488372,0.2803738317757009,ВЪЗРАЖДАНЕ,0.288135593220339,0.1186440677966101,0.3644067796610169,0.2253732946610807,0.3165155695703586,1.0,domestic_same_municipality_voting_mode,30,0.3255748738081884,0.2790762889825092,-0.0523957083383386,60.00140213123949,8.732726483333428,1,0,1,2,8.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +60.0 PB votes vs matched expectation; geo cluster 8; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/244622022,https://results.cik.bg/pe202604/protokoli/64/24/244622022.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/244622022.0.pdf
254620015,25,25. СОФИЯ 25 МИР,46,гр.София,"ГР.СОФИЯ, Обеля-2, 140 СОУ  Иван Богоров , ет. 2, ул.  Дико Илиев  №9",42.7457502,23.2757627,mixed_machine_paper,633,308,0.4865718799368088,293,177,0.6040955631399317,ПРОГРЕСИВНА БЪЛГАРИЯ,0.6040955631399317,0.5187713310580204,0.3128930817610063,ГЕРБ-СДС,0.2655367231638418,0.1299435028248587,0.3954802259887006,0.1736787981758025,0.3385588399760899,0.0,domestic_same_municipality_voting_mode,30,0.4101598289728189,0.1939357341671128,-0.0554187888034712,56.82317011096407,6.749131867853617,1,0,2,3,7.0,1.0,0,,,1,2,1,1,0,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 3; +56.8 PB votes vs matched expectation; regional score 2; geo cluster 7,https://results.cik.bg/pe202604/search/index.html#/s/64/254620015,https://results.cik.bg/pe202604/protokoli/64/25/254620015.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/254620015.0.pdf
254620038,25,25. СОФИЯ 25 МИР,46,гр.София,"ГР.СОФИЯ, Връбница 2, 61 ОУ  Св.Св. Кирил и Методий , ет.2, бул. Ломско шосе №186",42.7381334,23.2909914,mixed_machine_paper,840,518,0.6166666666666667,514,275,0.5350194552529183,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5350194552529183,0.3949416342412451,0.3879408418657565,ВЪЗРАЖДАНЕ,0.219047619047619,0.1904761904761904,0.4031746031746032,0.2287258248009101,0.3159718362052992,1.0,domestic_same_municipality_voting_mode,30,0.4248096446700508,0.1102098105828675,0.0962091196607931,56.647842639593904,5.054740139426298,1,0,1,3,7.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 3; +56.6 PB votes vs matched expectation; geo cluster 7; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/254620038,https://results.cik.bg/pe202604/protokoli/64/25/254620038.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/254620038.0.pdf
254619062,25,25. СОФИЯ 25 МИР,46,гр.София,"ГР.СОФИЯ, 97 СУ  Братя Миладинови , ул. 504  №1, жк. Люлин V",42.7133696,23.2418763,mixed_machine_paper,619,309,0.4991922455573506,302,181,0.5993377483443708,ПРОГРЕСИВНА БЪЛГАРИЯ,0.5993377483443708,0.466887417218543,0.3510140405616224,ГЕРБ-СДС,0.2890995260663507,0.1469194312796208,0.4360189573459715,0.1481782049957281,0.3102382222780201,0.0,domestic_same_municipality_voting_mode,30,0.415038963667645,0.1842987846767258,-0.0526164386042748,55.65823297237122,6.500070069449406,1,0,2,3,7.0,1.0,0,,,1,2,1,1,0,1,0,0,0,0,0,5,3,statistical lead with corroborating flag,matched-control score 3; +55.7 PB votes vs matched expectation; regional score 2; geo cluster 7,https://results.cik.bg/pe202604/search/index.html#/s/64/254619062,https://results.cik.bg/pe202604/protokoli/64/25/254619062.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/254619062.0.pdf
244614060,24,24. СОФИЯ 24 МИР,46,гр.София,"ГР.СОФИЯ, 163 ОУ  Черноризец Храбър  жк  Дружба  2, ул.  Обиколна  №36",42.64515022,23.40572834,mixed_machine_paper,811,509,0.6276202219482121,496,235,0.4737903225806452,ПРОГРЕСИВНА БЪЛГАРИЯ,0.4737903225806452,0.2782258064516129,0.293207222699914,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,0.2575757575757575,0.2575757575757575,0.4393939393939394,0.3344129992482981,0.2162145650048876,1.0,domestic_same_municipality_voting_mode,30,0.3634172691764314,0.1103730534042137,0.0813799333799546,54.74503448848998,5.11062115873966,1,0,1,2,6.0,1.0,0,,,1,2,0,1,0,1,0,0,1,0,0,5,3,statistical lead with corroborating flag,matched-control score 2; +54.7 PB votes vs matched expectation; geo cluster 6; large 2026 swing vs exact 2024 section,https://results.cik.bg/pe202604/search/index.html#/s/64/244614060,https://results.cik.bg/pe202604/protokoli/64/24/244614060.0.html,https://results.cik.bg/pe202604/search/index.html#/s/64/244614060.0.pdf
