section_id,region_id,admin_name,municipality_code,place_name,voting_mode,registered_voters,voters_signed,turnout,total_valid_candidate_votes,progressive_bulgaria_votes,progressive_bulgaria_share,registered_voters_2024,voters_signed_2024,turnout_2024,valid_candidate_votes_2024,top_party_id_2024,top_party_name_2024,top_party_votes_2024,top_party_share_2024,ppdb_votes_2024,gerb_sds_votes_2024,dps_new_votes_2024,aps_votes_2024,ppdb_share_2024,gerb_sds_share_2024,ppdb_plus_gerb_share_2024,dps_plus_aps_share_2024,turnout_delta_2026_minus_2024,pb_share_2026_minus_2024_top_party_share,pb_share_2026_minus_2024_ppdb_share,pb_share_2026_minus_2024_ppdb_plus_gerb_share,registered_voter_delta_2026_minus_2024,valid_vote_delta_2026_minus_2024,historical_swing_lead
171300048,17,17. ПЛОВДИВ област,13,гр.Калофер,mixed_machine_paper,573,306,0.5340314136125655,286,197,0.6888111888111889,582,149,0.25601374570446733,136,12,ВЪЗРАЖДАНЕ,29,0.21323529411764705,12,26,1,0,0.08823529411764706,0.19117647058823528,0.27941176470588236,0.007352941176470588,0.2780176679080981,0.4755758946935418,0.6005758946935418,0.4093994241053065,-9,150,1
171300065,17,17. ПЛОВДИВ област,13,с.Столетово,mixed_machine_paper,625,338,0.5408,330,225,0.6818181818181818,624,155,0.2483974358974359,148,18,ГЕРБ-СДС,31,0.20945945945945946,11,31,1,5,0.07432432432432433,0.20945945945945946,0.28378378378378377,0.04054054054054054,0.29240256410256404,0.47235872235872234,0.6074938574938574,0.398034398034398,1,182,1
272700016,27,27. СТАРА ЗАГОРА,27,с.Сърнево,mixed_machine_paper,472,246,0.5211864406779662,238,169,0.7100840336134454,475,152,0.32,143,18,ГЕРБ-СДС,34,0.23776223776223776,12,34,3,0,0.08391608391608392,0.23776223776223776,0.32167832167832167,0.02097902097902098,0.20118644067796615,0.47232179585120765,0.6261679496973614,0.38840571193512374,-3,95,1
173900006,17,17. ПЛОВДИВ област,39,гр.Кричим,mixed_machine_paper,570,298,0.5228070175438596,293,208,0.7098976109215017,580,187,0.32241379310344825,177,18,ГЕРБ-СДС,43,0.24293785310734464,22,43,3,22,0.12429378531073447,0.24293785310734464,0.3672316384180791,0.14124293785310735,0.20039322444041135,0.4669597578141571,0.5856038256107673,0.3426659725034226,-10,116,1
171300075,17,17. ПЛОВДИВ област,13,гр.Клисура,mixed_machine_paper,440,222,0.5045454545454545,218,149,0.6834862385321101,455,125,0.27472527472527475,118,12,ВЪЗРАЖДАНЕ,26,0.22033898305084745,18,22,1,0,0.15254237288135594,0.1864406779661017,0.3389830508474576,0.00847457627118644,0.22982017982017977,0.4631472554812627,0.5309438656507541,0.3445031876846525,-15,100,1
171700017,17,17. ПЛОВДИВ област,17,с.Граф Игнатиево,mixed_machine_paper,818,418,0.511002444987775,404,267,0.6608910891089109,788,240,0.30456852791878175,226,18,ГЕРБ-СДС,45,0.19911504424778761,25,45,44,0,0.11061946902654868,0.19911504424778761,0.30973451327433627,0.19469026548672566,0.20643391706899328,0.46177604486112334,0.5502716200823623,0.35115657583457466,30,178,1
172600056,17,17. ПЛОВДИВ област,26,с.Ягодово,mixed_machine_paper,603,236,0.3913764510779436,221,170,0.7692307692307693,522,90,0.1724137931034483,84,13,АЛИАНС ЗА ПРАВА И СВОБОДИ – АПС,26,0.30952380952380953,3,7,20,26,0.03571428571428571,0.08333333333333333,0.11904761904761904,0.5476190476190477,0.21896265797449532,0.45970695970695974,0.7335164835164836,0.6501831501831502,81,137,1
173700010,17,17. ПЛОВДИВ област,37,с.Михилци,paper_only,128,73,0.5703125,70,45,0.6428571428571429,133,45,0.3383458646616541,43,26,КОАЛИЦИЯ ПРОДЪЛЖАВАМЕ ПРОМЯНАТА – ДЕМОКРАТИЧНА БЪЛГАРИЯ,8,0.18604651162790697,8,7,1,0,0.18604651162790697,0.16279069767441862,0.3488372093023256,0.023255813953488372,0.23196663533834588,0.45681063122923593,0.45681063122923593,0.2940199335548173,-5,27,1
174000005,17,17. ПЛОВДИВ област,40,гр.Перущица,mixed_machine_paper,736,356,0.483695652173913,346,229,0.661849710982659,760,210,0.27631578947368424,194,18,ГЕРБ-СДС,40,0.20618556701030927,25,40,6,4,0.12886597938144329,0.20618556701030927,0.33505154639175255,0.05154639175257732,0.2073798627002288,0.4556641439723497,0.5329837316012157,0.32679816459090644,-24,152,1
081200008,08,08. ДОБРИЧ,12,гр.Генерал Тошево,mixed_machine_paper,621,317,0.5104669887278583,308,199,0.6461038961038961,642,199,0.3099688473520249,187,18,ГЕРБ-СДС,36,0.1925133689839572,20,36,0,4,0.10695187165775401,0.1925133689839572,0.2994652406417112,0.0213903743315508,0.20049814137583344,0.45359052711993886,0.5391520244461421,0.34663865546218486,-21,121,1
172500017,17,17. ПЛОВДИВ област,25,с.Стряма,mixed_machine_paper,624,347,0.5560897435897436,337,224,0.6646884272997032,626,187,0.2987220447284345,171,28,БСП – ОБЕДИНЕНА ЛЕВИЦА,37,0.21637426900584794,9,35,0,2,0.05263157894736842,0.2046783625730994,0.2573099415204678,0.011695906432748537,0.2573676988613091,0.4483141582938553,0.6120568483523348,0.4073784857792354,-2,166,1
041400010,04,04. ВЕЛИКО ТЪРНОВО,14,с.Резач,paper_only,93,66,0.7096774193548387,61,43,0.7049180327868853,91,39,0.42857142857142855,31,8,ДПС-Ново начало,8,0.25806451612903225,1,4,8,6,0.03225806451612903,0.12903225806451613,0.16129032258064516,0.45161290322580644,0.2811059907834102,0.446853516657853,0.6726599682707562,0.5436277102062401,2,30,1
131900155,13,13. ПАЗАРДЖИК,19,с.Братаница,mixed_machine_paper,702,371,0.5284900284900285,356,243,0.6825842696629213,712,197,0.27668539325842695,185,18,ГЕРБ-СДС,44,0.23783783783783785,27,44,20,0,0.14594594594594595,0.23783783783783785,0.3837837837837838,0.10810810810810811,0.2518046352316015,0.44474643182508344,0.5366383237169754,0.2988004858791375,-10,171,1
211600019,21,21. СЛИВЕН,16,гр.Нова Загора,mixed_machine_paper,361,183,0.5069252077562327,179,124,0.6927374301675978,377,114,0.30238726790450926,111,18,ГЕРБ-СДС,28,0.25225225225225223,13,28,0,1,0.11711711711711711,0.25225225225225223,0.36936936936936937,0.009009009009009009,0.20453793985172347,0.4404851779153456,0.5756203130504807,0.32336806079822844,-16,68,1
282400025,28,28. ТЪРГОВИЩЕ,24,с.Водица,mixed_machine_paper,495,236,0.4767676767676768,229,177,0.7729257641921398,501,136,0.2714570858283433,127,8,ДПС-Ново начало,43,0.33858267716535434,8,20,43,0,0.06299212598425197,0.15748031496062992,0.2204724409448819,0.33858267716535434,0.20531059093933346,0.4343430870267854,0.7099336382078878,0.5524533232472579,-6,102,1
173700011,17,17. ПЛОВДИВ област,37,с.Черничево,paper_only,269,145,0.5390334572490706,138,95,0.6884057971014492,264,66,0.25,55,18,ГЕРБ-СДС,14,0.2545454545454545,6,14,3,0,0.10909090909090909,0.2545454545454545,0.36363636363636365,0.05454545454545454,0.2890334572490706,0.4338603425559947,0.5793148880105401,0.3247694334650856,5,83,1
102700004,10,10. КЮСТЕНДИЛ,27,гр.Кочериново,mixed_machine_paper,338,183,0.5414201183431953,177,118,0.6666666666666666,334,114,0.3413173652694611,107,18,ГЕРБ-СДС,25,0.2336448598130841,10,25,7,0,0.09345794392523364,0.2336448598130841,0.32710280373831774,0.06542056074766354,0.20010275307373415,0.4330218068535825,0.573208722741433,0.3395638629283489,4,70,1
301900010,30,30. ШУМЕН,19,гр.Плиска,mixed_machine_paper,361,209,0.5789473684210527,203,140,0.6896551724137931,357,129,0.36134453781512604,120,28,БСП – ОБЕДИНЕНА ЛЕВИЦА,31,0.25833333333333336,14,23,2,1,0.11666666666666667,0.19166666666666668,0.30833333333333335,0.025,0.2176028306059266,0.4313218390804598,0.5729885057471265,0.3813218390804598,4,83,1
172500024,17,17. ПЛОВДИВ област,25,с.Белозем,mixed_machine_paper,648,347,0.5354938271604939,341,248,0.7272727272727273,643,155,0.2410575427682737,148,18,ГЕРБ-СДС,44,0.2972972972972973,12,44,1,0,0.08108108108108109,0.2972972972972973,0.3783783783783784,0.006756756756756757,0.29443628439222014,0.42997542997543,0.6461916461916462,0.3488943488943489,5,193,1
171700036,17,17. ПЛОВДИВ област,17,с.Маноле,mixed_machine_paper,589,272,0.4617996604414261,260,179,0.6884615384615385,601,121,0.20133111480865223,115,18,ГЕРБ-СДС,30,0.2608695652173913,5,30,2,0,0.043478260869565216,0.2608695652173913,0.30434782608695654,0.017391304347826087,0.2604685456327739,0.42759197324414716,0.6449832775919733,0.3841137123745819,-12,145,1
040600031,04,04. ВЕЛИКО ТЪРНОВО,06,гр.Горна Оряховица,mixed_machine_paper,746,413,0.5536193029490617,404,251,0.6212871287128713,765,266,0.3477124183006536,252,18,ГЕРБ-СДС,49,0.19444444444444445,23,49,4,1,0.09126984126984126,0.19444444444444445,0.2857142857142857,0.01984126984126984,0.20590688464840812,0.42684268426842686,0.53001728744303,0.3355728429985856,-19,152,1
171300051,17,17. ПЛОВДИВ област,13,гр.Калофер,mixed_machine_paper,574,299,0.5209059233449478,292,191,0.6541095890410958,583,141,0.241852487135506,126,18,ГЕРБ-СДС,29,0.23015873015873015,16,29,1,1,0.12698412698412698,0.23015873015873015,0.35714285714285715,0.015873015873015872,0.2790534362094418,0.4239508588823657,0.5271254620569689,0.2969667318982387,-9,166,1
173700009,17,17. ПЛОВДИВ област,37,гр.Хисаря,mixed_machine_paper,463,252,0.5442764578833693,244,149,0.610655737704918,478,149,0.3117154811715481,139,28,БСП – ОБЕДИНЕНА ЛЕВИЦА,26,0.18705035971223022,8,24,3,2,0.05755395683453238,0.17266187050359713,0.2302158273381295,0.03597122302158273,0.2325609767118212,0.42360537799268777,0.5531017808703856,0.3804399103667885,-15,105,1
172500026,17,17. ПЛОВДИВ област,25,с.Белозем,mixed_machine_paper,827,308,0.3724304715840387,290,203,0.7,809,97,0.11990111248454882,94,18,ГЕРБ-СДС,26,0.2765957446808511,8,26,0,0,0.0851063829787234,0.2765957446808511,0.3617021276595745,0.0,0.25252935909948987,0.4234042553191489,0.6148936170212765,0.33829787234042547,18,196,1
061000063,06,06. ВРАЦА,10,гр.Враца,mixed_machine_paper,568,270,0.4753521126760563,252,165,0.6547619047619048,575,149,0.2591304347826087,141,18,ГЕРБ-СДС,33,0.23404255319148937,11,33,24,2,0.07801418439716312,0.23404255319148937,0.3120567375886525,0.18439716312056736,0.2162216778934476,0.4207193515704154,0.5767477203647416,0.3427051671732523,-7,111,1
153700028,15,15. ПЛЕВЕН,37,гр.Червен бряг,mixed_machine_paper,720,381,0.5291666666666667,374,244,0.6524064171122995,747,235,0.31459170013386883,222,18,ГЕРБ-СДС,52,0.23423423423423423,27,52,16,13,0.12162162162162163,0.23423423423423423,0.35585585585585583,0.13063063063063063,0.21457496653279784,0.4181721828780653,0.5307847954906779,0.2965505612564437,-27,152,1
173700016,17,17. ПЛОВДИВ област,37,с.Старосел,mixed_machine_paper,764,370,0.4842931937172774,360,235,0.6527777777777778,744,192,0.25806451612903225,183,28,БСП – ОБЕДИНЕНА ЛЕВИЦА,43,0.23497267759562843,9,39,2,0,0.04918032786885246,0.21311475409836064,0.26229508196721313,0.01092896174863388,0.22622867758824516,0.41780510018214934,0.6035974499089254,0.39048269581056466,20,177,1
312600066,31,31. ЯМБОЛ,26,гр.Ямбол,mixed_machine_paper,564,306,0.5425531914893617,293,193,0.658703071672355,579,184,0.3177892918825561,173,18,ГЕРБ-СДС,42,0.24277456647398843,16,42,10,1,0.09248554913294797,0.24277456647398843,0.3352601156069364,0.06358381502890173,0.22476389960680554,0.41592850519836655,0.566217522539407,0.32344295606541856,-15,120,1
173700008,17,17. ПЛОВДИВ област,37,гр.Хисаря,mixed_machine_paper,803,408,0.5080946450809465,403,256,0.6352357320099256,813,237,0.2915129151291513,225,18,ГЕРБ-СДС,50,0.2222222222222222,30,50,5,0,0.13333333333333333,0.2222222222222222,0.35555555555555557,0.022222222222222223,0.2165817299517952,0.41301350978770335,0.5019023986765923,0.27968017645437,-10,178,1
