contrast_level,region_id,admin_name,municipality_code,mixed_station_count,paper_station_count,mixed_valid_candidate_votes,paper_valid_candidate_votes,mixed_turnout,paper_turnout,paper_minus_mixed_turnout,mixed_pb_share,paper_pb_share,paper_minus_mixed_pb_share,mixed_strong_lead_rate,paper_strong_lead_rate,paper_minus_mixed_strong_lead_rate,mixed_strong_matched_leads,paper_strong_matched_leads,paper_minus_mixed_pb_votes_above_control_expectation,mixed_validation_issue_stations,paper_validation_issue_stations
municipality,19,19. РУСЕ,05,19,4,4328,379,0.3883955513406328,0.6683848797250859,0.27998932838445306,0.2934380776340111,0.3562005277044855,0.06276245007047443,0.05263157894736842,0.0,-0.05263157894736842,1,0,21.661187198363027,0,0
municipality,29,29. ХАСКОВО,30,21,9,3715,718,0.321995654354003,0.5545522949586155,0.23255664060461245,0.2199192462987887,0.27715877437325903,0.05723952807447033,0.0,0.1111111111111111,0.1111111111111111,0,1,6.370084672957729,1,0
municipality,27,27. СТАРА ЗАГОРА,37,5,6,1627,263,0.4487011283127788,0.6069868995633187,0.15828577125053994,0.49047326367547633,0.5475285171102662,0.05705525343478984,0.2,0.0,-0.2,1,0,18.390512537286504,0,0
municipality,22,22. СМОЛЯН,10,11,2,3531,159,0.5262237762237763,0.6125461254612546,0.08632234923747839,0.34551118663268193,0.4025157232704403,0.05700453663775834,0.09090909090909091,0.0,-0.09090909090909091,1,0,12.498228908783197,0,0
municipality,20,20. СИЛИСТРА,32,8,6,1924,303,0.44290123456790126,0.615686274509804,0.1727850399419027,0.43814968814968813,0.49504950495049505,0.05689981680080691,0.125,0.0,-0.125,1,0,6.523187142566316,0,0
municipality,24,24. СОФИЯ 24 МИР,46,488,14,176574,991,0.4147416893993343,0.6897689768976898,0.2750272874983555,0.35023842694847485,0.4056508577194753,0.05541243077100044,0.030737704918032786,0.07142857142857142,0.04069086651053864,15,1,83.2874414888975,4,0
municipality,27,27. СТАРА ЗАГОРА,24,18,5,5191,386,0.4073767406849831,0.8031809145129225,0.3958041738279394,0.43575418994413406,0.4896373056994819,0.05388311575534782,0.0,0.0,0.0,0,0,23.47896410536479,0,0
municipality,04,04. ВЕЛИКО ТЪРНОВО,14,5,8,1480,384,0.5035783994795056,0.6557911908646004,0.1522127913850948,0.6006756756756757,0.6510416666666666,0.05036599099099093,0.0,0.0,0.0,0,0,10.38926369982639,0,0
municipality,29,29. ХАСКОВО,19,10,7,2928,656,0.5135731252120801,0.6389148737137512,0.12534174850167112,0.2073087431693989,0.2530487804878049,0.04574003731840598,0.1,0.0,-0.1,1,0,6.046156968600016,0,0
municipality,01,01. БЛАГОЕВГРАД,40,49,21,16264,1201,0.513559114056077,0.6321138211382114,0.11855470708213434,0.5511559272011806,0.5961698584512906,0.045013931250109995,0.02040816326530612,0.0,-0.02040816326530612,1,0,-62.147296997477525,0,0
municipality,12,12. МОНТАНА,11,10,11,2401,864,0.4929212362911266,0.48722131593257206,-0.005699920358554544,0.3981674302374011,0.4409722222222222,0.04280479198482112,0.0,0.0,0.0,0,0,-2.2024372184722765,0,2
municipality,01,01. БЛАГОЕВГРАД,13,16,8,7130,657,0.5832222657781262,0.7133757961783439,0.1301535304002177,0.24011220196353436,0.2800608828006088,0.03994868083707445,0.0625,0.0,-0.0625,1,0,5.673987732240931,0,0
municipality,11,11. ЛОВЕЧ,38,6,5,1741,369,0.45890927368685597,0.5795795795795796,0.12067030589272365,0.4865020103388857,0.5257452574525745,0.03924324711368882,0.0,0.0,0.0,0,0,10.651435253981163,0,0
municipality,18,18. РАЗГРАД,36,8,2,1682,117,0.2961148648648649,0.599009900990099,0.3028950361252341,0.525564803804994,0.5641025641025641,0.038537760297570056,0.0,0.0,0.0,0,0,3.102952722890848,0,0
municipality,26,26. СОФИЯ област,34,8,7,2608,592,0.5255151165029848,0.6372847011144883,0.11176958461150355,0.5191717791411042,0.5557432432432432,0.03657146410213896,0.0,0.0,0.0,0,0,-1.1553887547929715,0,0
municipality,12,12. МОНТАНА,38,5,4,891,560,0.4648027958062906,0.5369685767097967,0.07216578090350612,0.40852974186307517,0.44285714285714284,0.03432740099406767,0.0,0.0,0.0,0,0,29.391473356860086,0,0
municipality,02,02. БУРГАС,23,15,16,3851,1050,0.47523943003971036,0.5632183908045977,0.08797896076488732,0.33341989093741886,0.36666666666666664,0.03324677572924778,0.06666666666666667,0.0,-0.06666666666666667,1,0,-3.1018752807342036,0,0
municipality,06,06. ВРАЦА,05,6,6,1493,617,0.5008,0.6005509641873278,0.09975096418732776,0.4608171466845278,0.49108589951377635,0.03026875282924857,0.0,0.0,0.0,0,0,-0.9434220571882683,0,0
municipality,13,13. ПАЗАРДЖИК,29,28,2,9537,126,0.48059701492537316,0.528,0.04740298507462687,0.5099087763447625,0.5396825396825397,0.029773763337777148,0.03571428571428571,0.0,-0.03571428571428571,1,0,6.194759708679346,0,0
municipality,03,03. ВАРНА,16,20,9,4378,596,0.4016725352112676,0.5693023255813954,0.16762979037012776,0.33485609867519417,0.36073825503355705,0.025882156358362884,0.05,0.0,-0.05,1,0,-1.970102812478876,0,0
municipality,16,16. ПЛОВДИВ град,22,457,25,150935,1867,0.509477752497968,0.7198306280875089,0.21035287558954086,0.4624573491900487,0.4874129619710766,0.02495561278102787,0.01312910284463895,0.04,0.02687089715536105,6,1,21.925598226849495,1,0
municipality,12,12. МОНТАНА,04,12,7,2903,473,0.5116160759708326,0.545556805399325,0.03394072942849247,0.43816741302101275,0.4630021141649049,0.024834701143892135,0.0,0.0,0.0,0,0,-1.136907803168688,0,0
municipality,09,09. КЪРДЖАЛИ,14,48,32,7704,2369,0.2582879450933476,0.4209442060085837,0.16265626091523605,0.33787642782969884,0.3621781342338539,0.024301706404155077,0.14583333333333334,0.0625,-0.08333333333333334,7,2,92.2246518346511,2,0
municipality,13,13. ПАЗАРДЖИК,06,13,3,2830,373,0.44469766028562746,0.5908396946564886,0.1461420343708611,0.5791519434628976,0.6032171581769437,0.0240652147140461,0.0,0.0,0.0,0,0,8.190562459336697,0,0
municipality,08,08. ДОБРИЧ,27,23,10,4924,546,0.2621423480297322,0.37755775577557754,0.11541540774584536,0.39987814784727865,0.4230769230769231,0.02319877522964442,0.13043478260869565,0.0,-0.13043478260869565,3,0,4.218445540063465,0,0
municipality,13,13. ПАЗАРДЖИК,14,6,5,1642,466,0.5102892931702953,0.582639714625446,0.07235042145515069,0.42630937880633374,0.44849785407725323,0.022188475270919494,0.0,0.0,0.0,0,0,6.631175708833371,0,0
municipality,04,04. ВЕЛИКО ТЪРНОВО,26,17,6,4209,533,0.43104465866614206,0.6488372093023256,0.21779255063618352,0.592064623425992,0.6135084427767354,0.021443819350743465,0.0,0.16666666666666666,0.16666666666666666,0,1,0.29485255551232115,0,0
municipality,17,17. ПЛОВДИВ област,13,69,9,19508,847,0.48175860836411294,0.6818181818181818,0.20005957345406883,0.5441870002050441,0.5655253837072018,0.021338383502157776,0.0,0.0,0.0,0,0,-51.13605370828655,0,0
municipality,03,03. ВАРНА,08,7,6,1514,529,0.4610917537746806,0.5745568300312826,0.11346507625660196,0.3943196829590489,0.41398865784499056,0.01966897488594166,0.14285714285714285,0.0,-0.14285714285714285,1,0,6.5019745016806105,0,0
municipality,17,17. ПЛОВДИВ област,37,12,12,3933,1185,0.498343355012885,0.6472134595162986,0.1488701045034136,0.5746249682176455,0.5915611814345991,0.0169362132169536,0.0,0.0,0.0,0,0,-1.235467958941527,0,0
municipality,21,21. СЛИВЕН,24,17,2,3848,121,0.35150472914875325,0.6494845360824743,0.297979806933721,0.5465176715176715,0.5619834710743802,0.015465799556708681,0.0,0.0,0.0,0,0,3.670860988296525,0,0
municipality,01,01. БЛАГОЕВГРАД,44,19,11,7400,677,0.6747410918027031,0.7808676307007787,0.10612653889807555,0.2145945945945946,0.2259970457902511,0.011402451195656499,0.05263157894736842,0.0,-0.05263157894736842,1,0,7.50159059299326,0,0
municipality,28,28. ТЪРГОВИЩЕ,24,33,18,7873,1320,0.3791348600508906,0.5278853601859024,0.1487505001350118,0.5926584529404293,0.6022727272727273,0.009614274332298,0.0,0.05555555555555555,0.05555555555555555,0,1,-24.97280396855405,2,0
municipality,03,03. ВАРНА,13,21,10,5674,747,0.41153450051493307,0.6590330788804071,0.247498578365474,0.45470567500881215,0.46184738955823296,0.007141714549420808,0.0,0.0,0.0,0,0,1.7755366331920008,0,0
municipality,02,02. БУРГАС,04,321,22,91797,1893,0.5153670626255569,0.7483992467043314,0.23303218407877457,0.4911489482227088,0.49815108293713684,0.00700213471442801,0.009345794392523364,0.0,-0.009345794392523364,3,0,-22.47851571441096,1,0
municipality,05,05. ВИДИН,22,4,9,1089,489,0.4857142857142857,0.6092636579572447,0.12354937224295898,0.3682277318640955,0.3721881390593047,0.003960407195209181,0.0,0.0,0.0,0,0,9.961385650224743,0,0
municipality,11,11. ЛОВЕЧ,33,25,12,7584,950,0.5181531176006314,0.6211258697027198,0.10297275210208834,0.4633438818565401,0.4663157894736842,0.0029719076171441094,0.0,0.0,0.0,0,0,-1.0322045731901266,0,0
municipality,31,31. ЯМБОЛ,22,10,20,2856,1656,0.460845672416425,0.5849182515849183,0.12407257916849329,0.5973389355742297,0.5990338164251208,0.0016948808508910895,0.1,0.0,-0.1,1,0,0.4224992444846425,0,1
municipality,26,26. СОФИЯ област,20,17,13,6650,1025,0.5741711704444624,0.7376373626373627,0.16346619219290026,0.39187969924812033,0.39121951219512197,-0.0006601870529983622,0.058823529411764705,0.0,-0.058823529411764705,1,0,12.877009467873306,0,0
municipality,29,29. ХАСКОВО,18,4,11,704,562,0.36799184505606525,0.4250182882223848,0.05702644316631955,0.16619318181818182,0.16370106761565836,-0.00249211420252346,0.0,0.09090909090909091,0.09090909090909091,0,1,-6.131934887387581,0,0
municipality,15,15. ПЛЕВЕН,21,11,8,2936,644,0.4646265717315558,0.7111111111111111,0.24648453937955533,0.37057220708446864,0.36645962732919257,-0.004112579755276069,0.09090909090909091,0.0,-0.09090909090909091,1,0,-0.31865998098319714,0,0
municipality,03,03. ВАРНА,06,399,13,150921,1045,0.5133303820385078,0.8255382331106161,0.31220785107210836,0.4453257002007673,0.4411483253588517,-0.004177374841915604,0.010025062656641603,0.0,-0.010025062656641603,4,0,-172.61216671985028,18,0
municipality,14,14. ПЕРНИК,32,125,15,39397,1078,0.5346503482743694,0.6649153531815528,0.1302650049071834,0.47496002233672613,0.46938775510204084,-0.005572267234685291,0.0,0.0,0.0,0,0,-18.715716136101076,2,0
municipality,17,17. ПЛОВДИВ област,33,12,7,3089,908,0.5116949695610381,0.5770411295273173,0.06534615996627924,0.6416315959857559,0.6354625550660793,-0.006169040919676627,0.0,0.0,0.0,0,0,2.1451331127601496,0,0
municipality,19,19. РУСЕ,37,5,5,1637,506,0.5408388520971302,0.5323076923076923,-0.00853115978943797,0.529627367135003,0.5217391304347826,-0.00788823670022043,0.0,0.0,0.0,0,0,-6.104285879266207,0,0
municipality,17,17. ПЛОВДИВ област,01,84,25,24335,2022,0.4635223946540012,0.6386580486303478,0.17513565397634662,0.46665296897472774,0.45845697329376855,-0.00819599568095919,0.03571428571428571,0.0,-0.03571428571428571,3,0,-66.25881222813233,0,0
municipality,01,01. БЛАГОЕВГРАД,42,20,6,6849,768,0.5036255294708881,0.7492795389048992,0.24565400943401106,0.3169805811067309,0.30859375,-0.008386831106730885,0.0,0.16666666666666666,0.16666666666666666,0,1,6.676253793957748,0,0
municipality,01,01. БЛАГОЕВГРАД,03,132,12,34904,663,0.3555230286906728,0.5277566539923955,0.17223362530172265,0.42800252120100846,0.4193061840120664,-0.008696337188942083,0.007575757575757576,0.0,-0.007575757575757576,1,0,-0.08701838466444478,1,0
municipality,03,03. ВАРНА,24,26,20,6104,1504,0.39308895345243244,0.5613342898134863,0.16824533636105388,0.5101572739187418,0.5013297872340425,-0.008827486684699237,0.0,0.0,0.0,0,0,1.8995333965628447,1,0
municipality,25,25. СОФИЯ 25 МИР,46,497,19,180262,1393,0.5217196109487585,0.7225490196078431,0.2008294086590846,0.4198333536740966,0.4106245513280689,-0.009208802346027667,0.01609657947686117,0.05263157894736842,0.03653499947050725,8,1,-38.567840704329896,2,0
municipality,17,17. ПЛОВДИВ област,40,6,1,1830,21,0.4710642471799902,1.0,0.5289357528200098,0.6295081967213115,0.6190476190476191,-0.010460577673692462,0.16666666666666666,0.0,-0.16666666666666666,1,0,0.4421882583283203,0,0
municipality,06,06. ВРАЦА,28,9,6,2498,199,0.5139742319127849,0.7307692307692307,0.21679499885644582,0.5084067253803043,0.49748743718592964,-0.010919288194374654,0.0,0.0,0.0,0,0,-1.4843551680156377,0,0
municipality,20,20. СИЛИСТРА,07,20,7,4373,580,0.4410937651507806,0.6227979274611399,0.18170416231035935,0.20283558198033386,0.19137931034482758,-0.011456271635506277,0.0,0.0,0.0,0,0,-4.305611162022322,0,0
municipality,31,31. ЯМБОЛ,03,2,20,647,1057,0.6747474747474748,0.6532163742690058,-0.021531100478468956,0.3415765069551777,0.32923368022705773,-0.012342826728119982,0.0,0.0,0.0,0,0,-1.1849381422428351,0,0
municipality,17,17. ПЛОВДИВ област,12,13,7,3662,795,0.4843669912865197,0.6400625978090767,0.15569560652255698,0.528399781540142,0.5157232704402516,-0.01267651109989043,0.07692307692307693,0.14285714285714285,0.06593406593406592,1,1,3.155948202224481,1,0
municipality,06,06. ВРАЦА,27,23,21,6490,2129,0.5239065684276533,0.6300397501419648,0.10613318171431152,0.6058551617873652,0.5922968529826209,-0.01355830880474429,0.043478260869565216,0.0,-0.043478260869565216,1,0,2.7907385500504738,0,0
municipality,27,27. СТАРА ЗАГОРА,38,5,2,1375,206,0.42312172393709957,0.5883977900552486,0.16527606611814905,0.4269090909090909,0.41262135922330095,-0.01428773168578995,0.2,0.0,-0.2,1,0,-17.915413933067796,0,0
municipality,29,29. ХАСКОВО,09,73,18,19410,1742,0.4759597201210287,0.574680386654194,0.09872066653316525,0.5628541988665636,0.547646383467279,-0.015207815399284619,0.0,0.0,0.0,0,0,99.12772455114899,0,0
municipality,09,09. КЪРДЖАЛИ,08,31,14,5849,939,0.285653429261135,0.31508196721311477,0.02942853795197975,0.07334587108907506,0.05750798722044728,-0.015837883868627778,0.03225806451612903,0.0,-0.03225806451612903,1,0,-8.786201817398712,0,0
municipality,12,12. МОНТАНА,14,2,12,436,743,0.6565217391304348,0.6952209197475203,0.03869918061708555,0.43577981651376146,0.4199192462987887,-0.01586057021497278,0.0,0.0,0.0,0,0,-4.747177100186401,0,0
municipality,06,06. ВРАЦА,31,13,5,3609,302,0.4690831556503198,0.5724508050089445,0.10336764935862469,0.5425325574951511,0.5264900662251656,-0.01604249126998547,0.0,0.0,0.0,0,0,-1.0181418275698775,0,0
municipality,03,03. ВАРНА,05,3,3,976,284,0.48746383799421406,0.5838264299802761,0.09636259198606206,0.5030737704918032,0.4859154929577465,-0.017158277534056743,0.0,0.0,0.0,0,0,-11.982263628470731,0,0
municipality,02,02. БУРГАС,15,36,5,10496,460,0.5083775085195001,0.8122923588039868,0.3039148502844866,0.5918445121951219,0.5717391304347826,-0.02010538176033927,0.0,0.0,0.0,0,0,-98.86273426508723,0,0
municipality,21,21. СЛИВЕН,16,44,19,9006,1876,0.33699263325148054,0.5215348472983555,0.18454221404687499,0.5388629802353986,0.5181236673773987,-0.020739312857999903,0.0,0.0,0.0,0,0,-1.918148570837964,0,0
municipality,31,31. ЯМБОЛ,25,26,24,6563,2157,0.49934354485776805,0.6106194690265486,0.11127592416878057,0.5700137132408959,0.5475197032916087,-0.022494009949287186,0.0,0.0,0.0,0,0,-0.02077216227888634,0,0
municipality,19,19. РУСЕ,08,11,4,2726,311,0.4197458741054476,0.518578352180937,0.09883247807548934,0.5443873807776962,0.5209003215434084,-0.023487059234287844,0.0,0.0,0.0,0,0,-6.108970151200815,0,0
municipality,02,02. БУРГАС,01,44,8,9952,635,0.3887372396514976,0.5805309734513274,0.19179373379982984,0.4127813504823151,0.3889763779527559,-0.02380497252955921,0.022727272727272728,0.0,-0.022727272727272728,1,0,41.941243815976584,0,0
municipality,05,05. ВИДИН,30,2,6,466,857,0.5715962441314554,0.6983503534956795,0.12675410936422415,0.3261802575107296,0.30221703617269546,-0.023963221338034135,0.0,0.0,0.0,0,0,-5.761981286828394,0,0
municipality,06,06. ВРАЦА,10,98,18,29984,1129,0.4978941763082732,0.7105263157894737,0.21263213948120047,0.5734058164354322,0.5482728077945084,-0.025133008640923826,0.02040816326530612,0.0,-0.02040816326530612,2,0,42.13520897687757,1,0
municipality,20,20. СИЛИСТРА,31,78,16,19728,1012,0.46610595602687754,0.6698232323232324,0.20371727629635483,0.5511455798864558,0.525691699604743,-0.025453880281712804,0.02564102564102564,0.0,-0.02564102564102564,2,0,99.0604160156101,0,0
municipality,30,30. ШУМЕН,30,111,20,33176,1481,0.4149405157316263,0.6265543521861211,0.21161383645449477,0.5293284301904991,0.5037137069547603,-0.02561472323573888,0.02702702702702703,0.0,-0.02702702702702703,3,0,65.87585871273127,6,0
municipality,01,01. БЛАГОЕВГРАД,01,18,5,6245,283,0.5944598337950139,0.6255411255411255,0.031081291746111628,0.5204163330664532,0.49469964664310956,-0.025716686423343627,0.0,0.0,0.0,0,0,-7.589915547755792,0,0
municipality,20,20. СИЛИСТРА,10,38,5,9830,296,0.3560255025607079,0.5008183306055647,0.14479282804485677,0.3366225839267548,0.3108108108108108,-0.025811773115944014,0.05263157894736842,0.0,-0.05263157894736842,2,0,-21.493344684483944,0,0
municipality,07,07. ГАБРОВО,05,82,39,22509,2884,0.4772314041144865,0.6541386052574408,0.17690720114295433,0.4525300990714825,0.4264909847434119,-0.0260391143280706,0.0,0.0,0.0,0,0,11.336839974617023,0,0
municipality,15,15. ПЛЕВЕН,08,15,6,3276,619,0.4325145606482654,0.5547826086956522,0.12226804804738683,0.5546398046398047,0.5282714054927302,-0.02636839914707445,0.0,0.0,0.0,0,0,-2.2923797607156704,0,0
municipality,29,29. ХАСКОВО,17,11,9,3456,874,0.5701669877970456,0.632542372881356,0.0623753850843104,0.39641203703703703,0.3684210526315789,-0.027990984405458108,0.0,0.0,0.0,0,0,1.8940495871018843,0,0
municipality,30,30. ШУМЕН,23,16,7,3627,558,0.34308365226899945,0.49130074565037285,0.1482170933813734,0.5106148331954784,0.482078853046595,-0.028535980148883422,0.0,0.0,0.0,0,0,3.3708557682322713,1,0
municipality,02,02. БУРГАС,17,40,11,9947,997,0.4649356513885753,0.6096567771960442,0.14472112580746888,0.502161455715291,0.4724172517552658,-0.02974420396002525,0.0,0.0,0.0,0,0,-5.5467320142613765,0,0
municipality,15,15. ПЛЕВЕН,24,154,14,53183,1467,0.49106607077284087,0.5576715774344233,0.06660550666158244,0.5096741439933813,0.47989093387866394,-0.02978321011471735,0.006493506493506494,0.0,-0.006493506493506494,1,0,487.0386633903038,1,0
municipality,19,19. РУСЕ,33,14,3,3227,410,0.3608324439701174,0.637593984962406,0.27676154099228867,0.4592500774713356,0.4292682926829268,-0.029981784788408794,0.0,0.0,0.0,0,0,-12.623823786225547,1,0
municipality,15,15. ПЛЕВЕН,37,35,6,9667,650,0.45014551152899035,0.5539334955393349,0.10378798401034456,0.5166028757629048,0.48615384615384616,-0.030449029609058598,0.05714285714285714,0.0,-0.05714285714285714,2,0,27.411015606868677,0,0
municipality,03,03. ВАРНА,01,9,8,2693,859,0.49548592671269254,0.653343023255814,0.1578570965431214,0.4467137021908652,0.41559953434225844,-0.031114167848606766,0.1111111111111111,0.0,-0.1111111111111111,1,0,5.311851900246099,0,0
municipality,13,13. ПАЗАРДЖИК,19,139,12,40214,952,0.42318642407420637,0.6402284263959391,0.21704200232173276,0.544760531158303,0.5115546218487395,-0.033205909309563575,0.02158273381294964,0.0,-0.02158273381294964,3,0,-38.67941758462095,3,0
municipality,12,12. МОНТАНА,36,3,11,750,980,0.5721500721500722,0.7083333333333334,0.13618326118326118,0.3973333333333333,0.363265306122449,-0.03406802721088431,0.0,0.0,0.0,0,0,-15.79665096153322,0,0
municipality,20,20. СИЛИСТРА,34,19,9,5357,538,0.44134874149121417,0.5580933465739821,0.11674460508276796,0.4786260966959119,0.44423791821561337,-0.034388178480298515,0.0,0.0,0.0,0,0,1.6971837460130175,0,0
municipality,08,08. ДОБРИЧ,28,125,5,32881,328,0.4278946969505571,0.7157057654075547,0.2878110684569976,0.5352331133481342,0.5,-0.03523311334813417,0.0,0.0,0.0,0,0,6.979451286577511,1,0
municipality,22,22. СМОЛЯН,18,6,16,1467,965,0.45413260672116257,0.5756154747948418,0.1214828680736792,0.5637355146557601,0.5274611398963731,-0.036274374759386996,0.0,0.0,0.0,0,0,1.9429706534200886,0,0
municipality,04,04. ВЕЛИКО ТЪРНОВО,04,109,35,33787,3307,0.522017866526537,0.6467065868263473,0.12468872029981026,0.4934146269275165,0.4569095857272452,-0.03650504120027126,0.01834862385321101,0.0,-0.01834862385321101,2,0,-15.196860277763212,1,0
municipality,18,18. РАЗГРАД,16,25,10,5975,530,0.3530075612233382,0.6037117903930131,0.25070422916967494,0.36502092050209206,0.3283018867924528,-0.03671903370963925,0.04,0.0,-0.04,1,0,3.992432520136145,0,0
municipality,18,18. РАЗГРАД,26,57,14,17331,1018,0.36385610692449877,0.5958520179372198,0.231995911012721,0.4398476718019733,0.4017681728880157,-0.03807949891395762,0.017543859649122806,0.0,-0.017543859649122806,1,0,294.319941043389,0,0
municipality,22,22. СМОЛЯН,11,15,6,4596,301,0.5214097496706193,0.5688073394495413,0.047397589778922056,0.644473455178416,0.6046511627906976,-0.039822292387718394,0.06666666666666667,0.16666666666666666,0.09999999999999999,1,1,22.971594544551298,0,0
municipality,22,22. СМОЛЯН,38,7,9,2289,622,0.5304505320353181,0.6104265402843602,0.07997600824904205,0.5290519877675841,0.4871382636655949,-0.041913724101989236,0.0,0.0,0.0,0,0,8.02165891150256,0,0
municipality,26,26. СОФИЯ област,10,4,11,1298,1484,0.5413807024626565,0.6600431965442765,0.11866249408162,0.573959938366718,0.5309973045822103,-0.04296263378450771,0.0,0.0,0.0,0,0,-33.8120318734764,0,0
municipality,09,09. КЪРДЖАЛИ,35,21,20,3491,1278,0.3528614311997676,0.4467942262504196,0.093932795050652,0.15783443139501577,0.1134585289514867,-0.04437590244352907,0.0,0.05,0.05,0,1,-2.2884588253833114,0,0
municipality,08,08. ДОБРИЧ,29,4,12,1087,646,0.4353078721745908,0.5978552278820375,0.16254735570744666,0.5574977000919963,0.5123839009287926,-0.04511379916320368,0.0,0.0,0.0,0,0,-18.20603992240978,0,0
municipality,26,26. СОФИЯ област,17,24,9,8321,918,0.5144721233689206,0.6552433173406442,0.14077119397172366,0.5310659776469174,0.48474945533769065,-0.04631652230922678,0.0,0.0,0.0,0,0,5.129590849819959,1,0
municipality,19,19. РУСЕ,27,203,13,61648,1124,0.4580798977400846,0.6684578183772165,0.2103779206371319,0.49850765637165845,0.451067615658363,-0.04744004071329544,0.0049261083743842365,0.0,-0.0049261083743842365,1,0,20.433102593807366,4,0
municipality,15,15. ПЛЕВЕН,10,30,5,6046,417,0.4265457768082351,0.5474358974358975,0.12089012062766241,0.5734369831293417,0.5251798561151079,-0.04825712701423379,0.0,0.0,0.0,0,0,-17.09496429306111,0,0
municipality,26,26. СОФИЯ област,58,2,1,721,10,0.6092333058532564,0.9285714285714286,0.3193381227181722,0.5492371705963939,0.5,-0.049237170596393875,0.0,0.0,0.0,0,0,-39.32080710589308,0,0
municipality,26,26. СОФИЯ област,06,10,2,3757,262,0.611624627917907,0.7180851063829787,0.10646047846507178,0.48229970721320203,0.4312977099236641,-0.051001997289537915,0.0,0.0,0.0,0,0,-16.07282429007384,1,0
municipality,01,01. БЛАГОЕВГРАД,33,69,21,20958,1407,0.418376604574848,0.6124523506988564,0.1940757461240084,0.4734707510258612,0.42217484008528783,-0.0512959109405734,0.028985507246376812,0.047619047619047616,0.018633540372670804,2,1,126.66834650033178,0,0
municipality,29,29. ХАСКОВО,34,139,15,40182,1331,0.474555494455137,0.603448275862069,0.12889278140693194,0.5110746105221243,0.459053343350864,-0.05202126717126032,0.02877697841726619,0.0,-0.02877697841726619,4,0,277.7084882959178,2,0
municipality,03,03. ВАРНА,26,8,6,2311,708,0.4267990074441687,0.6973434535104365,0.27054444606626776,0.4353093898745132,0.3827683615819209,-0.05254102829259227,0.125,0.0,-0.125,1,0,4.15950958945771,0,0
municipality,11,11. ЛОВЕЧ,34,41,20,10978,1868,0.49914484936192605,0.6048163013275702,0.1056714519656442,0.4926216068500638,0.4400428265524625,-0.05257878029760127,0.0,0.0,0.0,0,0,-19.467111553133684,1,0
municipality,08,08. ДОБРИЧ,15,26,42,4887,2611,0.3219775393688437,0.5026099925428784,0.1806324531740347,0.4589727849396358,0.405591727307545,-0.05338105763209078,0.07692307692307693,0.0,-0.07692307692307693,2,0,-5.917776546070067,1,0
municipality,01,01. БЛАГОЕВГРАД,52,13,6,3897,263,0.5110998990918264,0.621380846325167,0.11028094723334059,0.44547087503207594,0.3916349809885932,-0.05383589404348277,0.0,0.16666666666666666,0.16666666666666666,0,1,9.476300138396997,0,0
municipality,03,03. ВАРНА,09,8,18,1615,1497,0.3782569631626235,0.47192028985507245,0.09366332669244892,0.541795665634675,0.4876419505678023,-0.054153715066872665,0.0,0.0,0.0,0,0,1.518500222046768,0,0
municipality,27,27. СТАРА ЗАГОРА,31,169,43,64889,4253,0.5082307488352714,0.6862382493450455,0.1780075005097741,0.4977114765214443,0.44298142487655773,-0.05473005164488659,0.005917159763313609,0.0,-0.005917159763313609,1,0,76.26497500223304,5,0
municipality,12,12. МОНТАНА,12,8,9,2243,870,0.4821837882892269,0.6813353566009105,0.19915156831168357,0.5064645563976817,0.4517241379310345,-0.054740418466647234,0.0,0.1111111111111111,0.1111111111111111,0,1,3.1414476792937833,0,0
municipality,22,22. СМОЛЯН,09,15,9,4127,678,0.4898098599567346,0.5651478816946442,0.07533802173790966,0.5195056942088684,0.4646017699115044,-0.05490392429736396,0.06666666666666667,0.0,-0.06666666666666667,1,0,1.8757379497515867,0,0
municipality,26,26. СОФИЯ област,39,46,20,13279,1961,0.5057588942922959,0.6820905459387483,0.17633165164645237,0.4678816175916861,0.41203467618561956,-0.05584694140606655,0.021739130434782608,0.0,-0.021739130434782608,1,0,-53.794505659931126,4,0
municipality,10,10. КЮСТЕНДИЛ,05,2,9,471,601,0.5287107258938245,0.5841035120147874,0.05539278612096288,0.5286624203821656,0.47088186356073214,-0.05778055682143346,0.0,0.0,0.0,0,0,-12.921307463924435,0,0
municipality,17,17. ПЛОВДИВ област,07,7,12,1409,1073,0.4872220378360438,0.5848958333333333,0.0976737954972895,0.5635202271114266,0.5051258154706431,-0.05839441164078352,0.0,0.0,0.0,0,0,3.4798781962138534,0,0
municipality,27,27. СТАРА ЗАГОРА,04,9,15,1844,866,0.4500116522955022,0.6109215017064846,0.1609098494109824,0.3796095444685466,0.3210161662817552,-0.05859337818679139,0.0,0.0,0.0,0,0,0.2591907420637449,0,0
municipality,05,05. ВИДИН,33,4,9,996,443,0.49310027598896045,0.6512261580381471,0.15812588204918665,0.39056224899598396,0.33182844243792325,-0.05873380655806071,0.0,0.0,0.0,0,0,-18.500197692456887,1,0
municipality,11,11. ЛОВЕЧ,18,66,31,16600,2353,0.4612983098288298,0.6318484383000512,0.17055012847122142,0.47740963855421686,0.41776455588610284,-0.059645082668114024,0.0,0.0,0.0,0,0,-43.0726515098523,1,0
municipality,10,10. КЮСТЕНДИЛ,38,3,5,880,225,0.47614161108260644,0.6897590361445783,0.2136174250619719,0.42045454545454547,0.36,-0.06045454545454548,0.0,0.0,0.0,0,0,-26.086917185810908,0,0
